"Datum","Abfahrt (laut Plan)","Ankunft (laut Plan)","Zug","Verspätung (am Zielbahnhof)","Zugausfall"
"14.03.2022","04:50","07:53","ICE  23","4",""
"14.03.2022","05:36","07:24","ICE 811","46",""
"14.03.2022","06:22","07:48","ICE 525","26",""
"14.03.2022","07:22","08:48","ICE 527","0",""
"14.03.2022","08:21","09:48","ICE 529","0",""
"14.03.2022","09:13","10:48","ICE 621","0",""
"14.03.2022","10:10","11:48","ICE 623","0",""
"14.03.2022","11:08","12:48","ICE 625","6",""
"14.03.2022","12:20","13:48","ICE 627","0",""
"14.03.2022","13:08","14:48","ICE 629","0",""
"14.03.2022","13:33","15:24","ICE 817","0",""
"14.03.2022","14:21","15:48","ICE 721","2",""
"14.03.2022","15:11","16:48","ICE 723","0",""
"14.03.2022","15:37","18:13","ICE 927","60",""
"14.03.2022","16:22","17:48","ICE 725","0",""
"14.03.2022","17:22","18:48","ICE 727","8",""
"14.03.2022","18:22","19:48","ICE 729","0",""
"14.03.2022","19:08","20:48","ICE 821","0",""
"14.03.2022","19:39","22:13","ICE 1021","87",""
"14.03.2022","20:09","21:48","ICE 823","0",""
"14.03.2022","20:27","23:27","IC 2215","23",""
"14.03.2022","23:27","01:10","ICE 619","12",""
"15.03.2022","02:39","07:02","ICE 921","0",""
"15.03.2022","04:50","07:53","ICE  23","50",""
"15.03.2022","04:57","06:48","ICE 523","0",""
"15.03.2022","05:36","07:24","ICE 811","0",""
"15.03.2022","06:22","07:48","ICE 525","2",""
"15.03.2022","07:22","08:48","ICE 527","0",""
"15.03.2022","08:21","09:48","ICE 529","3",""
"15.03.2022","09:13","10:48","ICE 621","3",""
"15.03.2022","10:10","11:48","ICE 623","0",""
"15.03.2022","11:08","12:48","ICE 625","0",""
"15.03.2022","12:20","13:48","ICE 627","0",""
"15.03.2022","13:08","14:48","ICE 629","2",""
"15.03.2022","13:33","15:24","ICE 817","0",""
"15.03.2022","14:21","15:48","ICE 721","0",""
"15.03.2022","15:11","16:48","ICE 723","0",""
"15.03.2022","15:37","18:13","ICE 927","154",""
"15.03.2022","16:22","17:48","ICE 725","26",""
"15.03.2022","17:22","18:48","ICE 727","8",""
"15.03.2022","18:22","19:48","ICE 729","4",""
"15.03.2022","19:08","20:48","ICE 821","5",""
"15.03.2022","19:39","22:13","ICE 1021","95",""
"15.03.2022","20:09","21:48","ICE 823","0",""
"15.03.2022","20:27","23:33","IC 2215","20",""
"15.03.2022","23:27","01:10","ICE 619","0",""
"16.03.2022","02:39","07:02","ICE 921","0",""
"16.03.2022","04:50","07:53","ICE  23","22",""
"16.03.2022","04:57","06:48","ICE 523","0",""
"16.03.2022","05:36","07:24","ICE 811","0",""
"16.03.2022","06:22","07:48","ICE 525","0",""
"16.03.2022","07:22","08:48","ICE 527","2",""
"16.03.2022","08:21","09:48","ICE 529","0",""
"16.03.2022","09:13","10:48","ICE 621","0",""
"16.03.2022","10:10","11:48","ICE 623","0",""
"16.03.2022","12:20","13:48","ICE 627","0",""
"16.03.2022","13:08","14:48","ICE 629","3",""
"16.03.2022","13:33","15:24","ICE 817","0",""
"16.03.2022","14:21","15:48","ICE 721","15",""
"16.03.2022","15:11","16:48","ICE 723","0",""
"16.03.2022","15:37","18:13","ICE 927","17",""
"16.03.2022","16:22","17:48","ICE 725","0",""
"16.03.2022","17:22","18:48","ICE 727","15",""
"16.03.2022","18:22","19:48","ICE 729","0",""
"16.03.2022","19:08","20:48","ICE 821","2",""
"16.03.2022","19:39","22:13","ICE 1021","82",""
"16.03.2022","20:09","21:48","ICE 823","0",""
"16.03.2022","20:27","23:27","IC 2215","35",""
"16.03.2022","23:27","01:10","ICE 619","22",""
"17.03.2022","02:49","07:02","ICE 921","0",""
"17.03.2022","04:50","07:53","ICE  23","9",""
"17.03.2022","04:57","06:48","ICE 523","0",""
"17.03.2022","05:36","07:24","ICE 811","14",""
"17.03.2022","06:22","07:48","ICE 525","6",""
"17.03.2022","07:22","08:48","ICE 527","0",""
"17.03.2022","08:21","09:48","ICE 529","6",""
"17.03.2022","09:13","10:48","ICE 621","0",""
"17.03.2022","10:10","11:48","ICE 623","2",""
"17.03.2022","11:08","12:48","ICE 625","4",""
"17.03.2022","12:20","13:48","ICE 627","0","Ausfall (Startbahnhof)"
"17.03.2022","13:08","14:48","ICE 629","0",""
"17.03.2022","13:33","15:24","ICE 817","0",""
"17.03.2022","14:21","15:48","ICE 721","2",""
"17.03.2022","15:11","16:48","ICE 723","0",""
"17.03.2022","15:37","18:13","ICE 927","40",""
"17.03.2022","16:22","17:48","ICE 725","9",""
"17.03.2022","17:22","18:48","ICE 727","5",""
"17.03.2022","18:22","19:48","ICE 729","0",""
"17.03.2022","19:08","20:48","ICE 821","33",""
"17.03.2022","19:39","22:13","ICE 1021","60",""
"17.03.2022","20:09","21:48","ICE 823","1",""
"17.03.2022","20:27","23:27","IC 2215","37",""
"17.03.2022","23:27","01:10","ICE 619","19",""
"18.03.2022","02:49","07:02","ICE 921","26",""
"18.03.2022","04:50","07:53","ICE  23","13",""
"18.03.2022","04:57","06:48","ICE 523","0",""
"18.03.2022","05:36","07:24","ICE 811","0",""
"18.03.2022","06:22","07:48","ICE 525","0",""
"18.03.2022","07:22","08:48","ICE 527","2",""
"18.03.2022","08:21","09:48","ICE 529","0",""
"18.03.2022","09:13","10:48","ICE 621","0",""
"18.03.2022","10:10","11:48","ICE 623","3",""
"18.03.2022","11:08","12:48","ICE 625","12",""
"18.03.2022","12:20","13:48","ICE 627","0",""
"18.03.2022","13:08","14:48","ICE 629","0",""
"18.03.2022","13:33","15:24","ICE 817","0",""
"18.03.2022","14:21","15:48","ICE 721","2",""
"18.03.2022","15:11","16:48","ICE 723","0",""
"18.03.2022","15:37","18:13","ICE 927","25",""
"18.03.2022","16:22","17:48","ICE 725","2",""
"18.03.2022","17:22","18:48","ICE 727","3",""
"18.03.2022","18:22","19:48","ICE 729","0",""
"18.03.2022","19:08","20:48","ICE 821","0",""
"18.03.2022","19:39","22:13","ICE 1021","47",""
"18.03.2022","20:09","21:48","ICE 823","0",""
"18.03.2022","20:27","23:27","IC 2215","52",""
"18.03.2022","23:27","01:10","ICE 619","8",""
"19.03.2022","04:29","07:53","ICE  23","38",""
"19.03.2022","04:50","06:48","ICE 523","10",""
"19.03.2022","06:06","07:48","ICE 525","2",""
"19.03.2022","07:10","08:48","ICE 527","0",""
"19.03.2022","08:21","09:48","ICE 529","3",""
"19.03.2022","08:51","10:48","ICE 621","0",""
"19.03.2022","09:45","11:48","ICE 623","0",""
"19.03.2022","10:47","12:48","ICE 625","0",""
"19.03.2022","12:08","13:48","ICE 627","0",""
"19.03.2022","12:48","14:48","ICE 629","0",""
"19.03.2022","13:25","15:24","ICE 817","0",""
"19.03.2022","14:11","15:48","ICE 721","0",""
"19.03.2022","14:52","16:48","ICE 723","0",""
"19.03.2022","15:37","18:13","ICE 927","50",""
"19.03.2022","16:07","17:48","ICE 725","0",""
"19.03.2022","17:10","18:48","ICE 727","2",""
"19.03.2022","18:01","19:48","ICE 729","0",""
"19.03.2022","18:52","20:48","ICE 821","0",""
"19.03.2022","19:39","22:13","ICE 1021","30",""
"19.03.2022","20:01","21:48","ICE 823","0","Ausfall (Startbahnhof)"
"19.03.2022","20:27","23:26","IC 2215","154",""
"19.03.2022","23:27","01:10","ICE 619","40",""
"20.03.2022","02:39","07:02","ICE 921","0",""
"20.03.2022","04:29","07:53","ICE  23","0",""
"20.03.2022","06:06","07:48","ICE 525","0",""
"20.03.2022","07:10","08:48","ICE 527","0",""
"20.03.2022","08:21","09:48","ICE 529","0",""
"20.03.2022","08:51","10:48","ICE 621","0",""
"20.03.2022","09:51","11:48","ICE 623","0",""
"20.03.2022","11:01","12:48","ICE 625","0","Ausfall (Startbahnhof)"
"20.03.2022","12:08","13:48","ICE 627","0",""
"20.03.2022","12:48","14:48","ICE 629","2",""
"20.03.2022","13:25","15:24","ICE 817","0",""
"20.03.2022","14:11","15:48","ICE 721","0",""
"20.03.2022","14:52","16:48","ICE 723","0",""
"20.03.2022","15:37","18:13","ICE 927","50",""
"20.03.2022","16:07","17:48","ICE 725","0",""
"20.03.2022","18:01","19:48","ICE 729","0",""
"20.03.2022","18:52","20:48","ICE 821","0",""
"20.03.2022","19:39","22:13","ICE 1021","62",""
"20.03.2022","20:01","21:48","ICE 823","4",""
"20.03.2022","20:27","23:32","IC 2215","138",""
"21.03.2022","02:39","07:02","ICE 921","56",""
"21.03.2022","04:52","07:53","ICE  23","0",""
"21.03.2022","05:36","07:24","ICE 811","0",""
"21.03.2022","06:22","07:48","ICE 525","0",""
"21.03.2022","07:22","08:48","ICE 527","10",""
"21.03.2022","08:21","09:48","ICE 529","0",""
"21.03.2022","08:48","10:31","ICE 121","23",""
"21.03.2022","09:13","10:48","ICE 621","11",""
"21.03.2022","10:10","11:48","ICE 623","0",""
"21.03.2022","11:08","12:48","ICE 625","2",""
"21.03.2022","12:20","13:48","ICE 627","15",""
"21.03.2022","12:48","14:26","ICE 123","15",""
"21.03.2022","13:08","14:48","ICE 629","7",""
"21.03.2022","13:33","15:24","ICE 817","0",""
"21.03.2022","14:03","15:30","ICE 721","0",""
"21.03.2022","14:54","16:31","ICE 125","5",""
"21.03.2022","15:11","16:48","ICE 723","7",""
"21.03.2022","15:37","18:13","ICE 927","30",""
"21.03.2022","16:22","17:48","ICE 725","5",""
"21.03.2022","16:51","18:31","ICE 127","0",""
"21.03.2022","17:22","18:48","ICE 727","0",""
"21.03.2022","18:22","19:48","ICE 729","0",""
"21.03.2022","18:48","20:30","ICE 129","0",""
"21.03.2022","19:08","20:48","ICE 821","0",""
"21.03.2022","19:39","22:13","ICE 1021","60",""
"21.03.2022","20:09","21:48","ICE 823","2",""
"21.03.2022","20:27","23:27","IC 2215","21",""
"21.03.2022","20:49","22:31","ICE 221","0",""
"21.03.2022","23:27","01:10","ICE 619","0",""
"22.03.2022","02:39","07:02","ICE 921","0",""
"22.03.2022","04:52","07:53","ICE  23","2",""
"22.03.2022","04:57","06:48","ICE 523","0",""
"22.03.2022","05:36","07:24","ICE 811","0",""
"22.03.2022","06:22","07:48","ICE 525","0",""
"22.03.2022","07:22","08:48","ICE 527","0",""
"22.03.2022","08:21","09:48","ICE 529","0",""
"22.03.2022","08:48","10:31","ICE 121","0",""
"22.03.2022","09:13","10:48","ICE 621","0",""
"22.03.2022","10:10","11:48","ICE 623","5",""
"22.03.2022","11:08","12:48","ICE 625","0",""
"22.03.2022","12:20","13:48","ICE 627","0",""
"22.03.2022","12:48","14:26","ICE 123","16",""
"22.03.2022","13:08","14:48","ICE 629","2",""
"22.03.2022","13:33","15:24","ICE 817","0",""
"22.03.2022","14:03","15:30","ICE 721","0",""
"22.03.2022","14:54","16:31","ICE 125","0",""
"22.03.2022","15:11","16:48","ICE 723","0",""
"22.03.2022","15:37","18:13","ICE 927","44",""
"22.03.2022","16:22","17:48","ICE 725","0",""
"22.03.2022","16:51","18:31","ICE 127","0",""
"22.03.2022","17:22","18:48","ICE 727","4",""
"22.03.2022","18:22","19:48","ICE 729","2",""
"22.03.2022","18:48","20:30","ICE 129","4",""
"22.03.2022","19:08","20:48","ICE 821","0",""
"22.03.2022","19:39","22:13","ICE 1021","104",""
"22.03.2022","20:09","21:48","ICE 823","0",""
"22.03.2022","20:27","23:32","IC 2215","36",""
"22.03.2022","20:49","22:31","ICE 221","0",""
"22.03.2022","23:27","01:10","ICE 619","39",""
"23.03.2022","02:39","07:02","ICE 921","0",""
"23.03.2022","04:52","07:53","ICE  23","21",""
"23.03.2022","05:36","07:24","ICE 811","0",""
"23.03.2022","06:22","07:48","ICE 525","0",""
"23.03.2022","07:22","08:48","ICE 527","0",""
"23.03.2022","08:21","09:48","ICE 529","0",""
"23.03.2022","08:48","10:31","ICE 121","3",""
"23.03.2022","09:13","10:48","ICE 621","0",""
"23.03.2022","10:10","11:48","ICE 623","0",""
"23.03.2022","11:08","12:48","ICE 625","2",""
"23.03.2022","12:20","13:48","ICE 627","5",""
"23.03.2022","12:48","14:26","ICE 123","0",""
"23.03.2022","13:08","14:48","ICE 629","2",""
"23.03.2022","13:33","15:24","ICE 817","0",""
"23.03.2022","14:03","15:30","ICE 721","0",""
"23.03.2022","14:54","16:31","ICE 125","0",""
"23.03.2022","15:11","16:48","ICE 723","2",""
"23.03.2022","15:37","18:13","ICE 927","55",""
"23.03.2022","16:22","17:48","ICE 725","10",""
"23.03.2022","16:51","18:31","ICE 127","0",""
"23.03.2022","17:22","18:48","ICE 727","6",""
"23.03.2022","18:22","19:48","ICE 729","0",""
"23.03.2022","18:48","20:30","ICE 129","0","Ausfall (Startbahnhof)"
"23.03.2022","19:08","20:48","ICE 821","0",""
"23.03.2022","19:39","22:13","ICE 1021","60",""
"23.03.2022","20:09","21:48","ICE 823","2",""
"23.03.2022","20:27","23:27","IC 2215","22",""
"23.03.2022","20:49","22:31","ICE 221","0",""
"23.03.2022","23:27","01:10","ICE 619","12",""
"24.03.2022","02:39","07:02","ICE 921","0",""
"24.03.2022","04:52","07:53","ICE  23","0",""
"24.03.2022","04:57","06:48","ICE 523","0",""
"24.03.2022","05:36","07:24","ICE 811","3",""
"24.03.2022","06:22","07:48","ICE 525","0",""
"24.03.2022","07:22","08:48","ICE 527","0",""
"24.03.2022","08:48","10:31","ICE 121","0",""
"24.03.2022","09:13","10:48","ICE 621","2",""
"24.03.2022","10:10","11:48","ICE 623","0",""
"24.03.2022","11:08","12:48","ICE 625","18",""
"24.03.2022","12:20","13:48","ICE 627","4",""
"24.03.2022","12:48","14:26","ICE 123","0","Ausfall (Startbahnhof)"
"24.03.2022","13:08","14:48","ICE 629","4",""
"24.03.2022","13:33","15:24","ICE 817","0",""
"24.03.2022","14:03","15:30","ICE 721","13",""
"24.03.2022","14:54","16:31","ICE 125","0",""
"24.03.2022","15:11","16:48","ICE 723","2",""
"24.03.2022","15:37","18:13","ICE 927","65",""
"24.03.2022","16:22","17:48","ICE 725","6",""
"24.03.2022","16:51","18:31","ICE 127","0",""
"24.03.2022","17:22","18:48","ICE 727","0",""
"24.03.2022","18:22","19:48","ICE 729","0",""
"24.03.2022","18:48","20:30","ICE 129","0",""
"24.03.2022","19:08","20:48","ICE 821","1",""
"24.03.2022","19:39","22:13","ICE 1021","64",""
"24.03.2022","20:09","21:48","ICE 823","0",""
"24.03.2022","20:27","23:27","IC 2215","28",""
"24.03.2022","20:49","22:31","ICE 221","0",""
"24.03.2022","23:27","01:10","ICE 619","13",""
"25.03.2022","02:39","07:02","ICE 921","0",""
"25.03.2022","04:52","07:53","ICE  23","4",""
"25.03.2022","05:36","07:24","ICE 811","2",""
"25.03.2022","06:22","07:48","ICE 525","0",""
"25.03.2022","07:22","08:48","ICE 527","0",""
"25.03.2022","08:21","09:48","ICE 529","3",""
"25.03.2022","08:48","10:31","ICE 121","0",""
"25.03.2022","09:13","10:48","ICE 621","2",""
"25.03.2022","10:10","11:48","ICE 623","0",""
"25.03.2022","11:08","12:48","ICE 625","0",""
"25.03.2022","12:20","13:48","ICE 627","4",""
"25.03.2022","12:48","14:26","ICE 123","0",""
"25.03.2022","13:08","14:48","ICE 629","6",""
"25.03.2022","13:33","15:24","ICE 817","36",""
"25.03.2022","14:03","15:30","ICE 721","0",""
"25.03.2022","14:54","16:31","ICE 125","0",""
"25.03.2022","15:11","16:48","ICE 723","0",""
"25.03.2022","15:27","18:13","ICE 927","58",""
"25.03.2022","16:22","17:48","ICE 725","0",""
"25.03.2022","16:51","18:31","ICE 127","0",""
"25.03.2022","17:22","18:48","ICE 727","0",""
"25.03.2022","18:22","19:48","ICE 729","0",""
"25.03.2022","18:48","20:30","ICE 129","0",""
"25.03.2022","19:08","20:48","ICE 821","0",""
"25.03.2022","19:28","22:27","ICE 1021","46",""
"25.03.2022","20:09","21:48","ICE 823","0","Ausfall (Startbahnhof)"
"25.03.2022","20:27","23:27","IC 2215","49",""
"25.03.2022","20:49","22:31","ICE 221","18",""
"25.03.2022","23:27","01:10","ICE 619","20",""
"26.03.2022","02:40","07:13","ICE 921","30",""
"26.03.2022","04:29","07:53","ICE  23","35",""
"26.03.2022","04:50","06:48","ICE 523","0",""
"26.03.2022","06:12","07:48","ICE 525","1",""
"26.03.2022","07:15","08:48","ICE 527","22",""
"26.03.2022","08:10","09:48","ICE 529","0",""
"26.03.2022","09:01","10:48","ICE 621","18",""
"26.03.2022","10:03","11:48","ICE 623","45",""
"26.03.2022","10:52","12:48","ICE 625","11",""
"26.03.2022","12:14","13:48","ICE 627","29",""
"26.03.2022","13:01","14:48","ICE 629","3",""
"26.03.2022","14:09","15:48","ICE 721","8",""
"26.03.2022","15:01","16:48","ICE 723","2",""
"26.03.2022","15:37","19:18","ICE 927","12",""
"26.03.2022","16:12","17:48","ICE 725","3",""
"26.03.2022","17:12","18:48","ICE 727","0",""
"26.03.2022","18:12","19:48","ICE 729","12",""
"26.03.2022","19:01","20:48","ICE 821","10",""
"26.03.2022","19:39","23:01","ICE 1021","11",""
"26.03.2022","19:52","21:48","ICE 823","6",""
"26.03.2022","20:31","23:49","IC 2215","19",""
"26.03.2022","23:31","01:20","ICE 619","31",""
"27.03.2022","02:48","07:13","ICE 921","2",""
"27.03.2022","04:29","07:53","ICE  23","0",""
"27.03.2022","06:12","07:48","ICE 525","0",""
"27.03.2022","07:15","08:48","ICE 527","11",""
"27.03.2022","08:10","09:48","ICE 529","0",""
"27.03.2022","09:01","10:48","ICE 621","7",""
"27.03.2022","10:03","11:48","ICE 623","0",""
"27.03.2022","10:52","12:48","ICE 625","2",""
"27.03.2022","12:14","13:48","ICE 627","4",""
"27.03.2022","13:01","14:48","ICE 629","10",""
"27.03.2022","14:09","15:48","ICE 721","0",""
"27.03.2022","15:01","16:48","ICE 723","0",""
"27.03.2022","15:37","19:18","ICE 927","10",""
"27.03.2022","16:12","17:48","ICE 725","26",""
"27.03.2022","17:12","18:48","ICE 727","0",""
"27.03.2022","18:12","19:48","ICE 729","0",""
"28.03.2022","08:48","10:31","ICE 121","0",""
"28.03.2022","09:13","10:48","ICE 621","0",""
"28.03.2022","10:10","11:48","ICE 623","0",""
"28.03.2022","11:08","12:48","ICE 625","10",""
"28.03.2022","12:20","13:48","ICE 627","9",""
"28.03.2022","12:48","14:26","ICE 123","0",""
"28.03.2022","13:08","14:48","ICE 629","3",""
"28.03.2022","13:33","15:24","ICE 817","0",""
"28.03.2022","14:21","15:48","ICE 721","0",""
"23.02.2021","04:58","06:48","ICE 523","0",""
"23.02.2021","05:27","08:15","ICE  23","0",""
"23.02.2021","06:21","07:48","ICE 525","0",""
"23.02.2021","07:21","08:48","ICE 527","0",""
"23.02.2021","07:45","09:41","ICE 815","0",""
"23.02.2021","08:20","09:48","ICE 529","3",""
"23.02.2021","09:13","10:48","ICE 621","0",""
"23.02.2021","10:12","11:48","ICE 623","0",""
"23.02.2021","11:08","12:48","ICE 625","6",""
"23.02.2021","12:21","13:48","ICE 627","0",""
"23.02.2021","13:08","14:48","ICE 629","2",""
"23.02.2021","13:33","15:26","ICE 817","0",""
"23.02.2021","14:21","15:48","ICE 721","0",""
"23.02.2021","15:11","16:48","ICE 723","0",""
"23.02.2021","16:22","17:48","ICE 725","0",""
"23.02.2021","17:08","19:39","ICE 1224","0","Ausfall (Startbahnhof)"
"23.02.2021","17:22","18:48","ICE 727","10",""
"23.02.2021","18:22","19:48","ICE 729","51",""
"23.02.2021","19:08","20:48","ICE 821","3",""
"23.02.2021","20:09","21:48","ICE 823","0",""
"23.02.2021","20:27","23:12","IC 2215","15",""
"23.02.2021","21:51","23:59","ICE 619","5",""
"24.02.2021","02:39","07:02","IC 2021","0",""
"24.02.2021","04:58","06:48","ICE 523","0",""
"24.02.2021","05:27","08:15","ICE  23","11",""
"24.02.2021","06:21","07:48","ICE 525","0",""
"24.02.2021","07:21","08:48","ICE 527","3",""
"24.02.2021","07:45","09:41","ICE 815","0",""
"24.02.2021","08:20","09:48","ICE 529","0",""
"24.02.2021","09:13","10:48","ICE 621","0",""
"24.02.2021","10:12","11:48","ICE 623","0",""
"24.02.2021","11:08","12:48","ICE 625","0",""
"24.02.2021","12:21","13:48","ICE 627","0",""
"24.02.2021","13:08","14:48","ICE 629","2",""
"24.02.2021","13:33","15:26","ICE 817","0",""
"24.02.2021","14:21","15:48","ICE 721","0",""
"24.02.2021","15:11","16:48","ICE 723","0",""
"24.02.2021","16:22","17:48","ICE 725","2",""
"24.02.2021","17:08","19:39","ICE 1224","0",""
"24.02.2021","17:22","18:48","ICE 727","0",""
"24.02.2021","18:22","19:48","ICE 729","0",""
"24.02.2021","19:08","20:48","ICE 821","0",""
"24.02.2021","20:09","21:48","ICE 823","0",""
"24.02.2021","20:27","23:12","IC 2215","110",""
"24.02.2021","21:51","23:59","ICE 619","0",""
"25.02.2021","02:39","07:02","IC 2021","0",""
"25.02.2021","04:58","06:48","ICE 523","0",""
"25.02.2021","05:27","08:15","ICE  23","33",""
"25.02.2021","06:21","07:48","ICE 525","0",""
"25.02.2021","07:21","08:48","ICE 527","0",""
"25.02.2021","07:45","09:41","ICE 815","10",""
"25.02.2021","08:20","09:48","ICE 529","10",""
"25.02.2021","09:13","10:48","ICE 621","0",""
"25.02.2021","10:12","11:48","ICE 623","0",""
"25.02.2021","11:08","12:48","ICE 625","0",""
"25.02.2021","12:21","13:48","ICE 627","0",""
"25.02.2021","13:08","14:48","ICE 629","3",""
"25.02.2021","13:33","15:26","ICE 817","0",""
"25.02.2021","14:21","15:48","ICE 721","0",""
"25.02.2021","15:11","16:48","ICE 723","0",""
"25.02.2021","16:22","17:48","ICE 725","0",""
"25.02.2021","17:08","19:39","ICE 1224","0",""
"25.02.2021","17:22","18:48","ICE 727","2",""
"25.02.2021","18:22","19:48","ICE 729","0",""
"25.02.2021","19:08","20:48","ICE 821","48",""
"25.02.2021","20:09","21:48","ICE 823","7",""
"25.02.2021","20:27","23:12","IC 2215","54",""
"25.02.2021","21:51","23:59","ICE 619","5",""
"26.02.2021","04:58","06:48","ICE 523","0",""
"26.02.2021","05:27","08:15","ICE  23","23",""
"26.02.2021","06:21","07:48","ICE 525","0",""
"26.02.2021","07:21","08:48","ICE 527","0",""
"26.02.2021","07:45","09:41","ICE 815","0",""
"26.02.2021","08:20","09:48","ICE 529","0",""
"26.02.2021","09:13","10:48","ICE 621","0",""
"26.02.2021","10:12","11:48","ICE 623","0",""
"26.02.2021","11:08","12:48","ICE 625","0",""
"26.02.2021","12:21","13:48","ICE 627","3",""
"26.02.2021","13:08","14:48","ICE 629","2",""
"26.02.2021","13:33","15:26","ICE 817","0",""
"26.02.2021","14:21","15:48","ICE 721","0",""
"26.02.2021","15:11","16:48","ICE 723","3",""
"26.02.2021","16:22","17:48","ICE 725","3",""
"26.02.2021","17:08","19:39","ICE 1224","13",""
"26.02.2021","17:22","18:48","ICE 727","0",""
"26.02.2021","18:22","19:48","ICE 729","0",""
"26.02.2021","19:08","20:48","ICE 821","0",""
"26.02.2021","20:09","21:48","ICE 823","0",""
"26.02.2021","20:27","23:12","IC 2215","18",""
"26.02.2021","21:51","23:59","ICE 619","0",""
"27.02.2021","02:39","07:02","IC 2021","0",""
"27.02.2021","04:58","06:48","ICE 523","0",""
"27.02.2021","07:21","08:48","ICE 527","0",""
"27.02.2021","08:20","09:48","ICE 529","0",""
"27.02.2021","08:48","10:31","ICE 121","0",""
"27.02.2021","09:13","10:48","ICE 621","0",""
"27.02.2021","10:12","11:48","ICE 623","0",""
"27.02.2021","11:08","12:48","ICE 625","0",""
"27.02.2021","12:21","13:48","ICE 627","0",""
"28.03.2022","15:11","16:48","ICE 723","0",""
"28.03.2022","15:37","19:18","ICE 927","2",""
"28.03.2022","16:22","17:48","ICE 725","0",""
"28.03.2022","16:51","18:31","ICE 127","19",""
"28.03.2022","17:22","18:48","ICE 727","8",""
"28.03.2022","18:22","19:48","ICE 729","0",""
"28.03.2022","18:48","20:30","ICE 129","3",""
"28.03.2022","19:08","20:48","ICE 821","0",""
"28.03.2022","19:39","23:01","ICE 1021","12",""
"28.03.2022","20:09","21:48","ICE 823","0",""
"28.03.2022","20:31","23:30","IC 2215","35",""
"28.03.2022","20:49","22:31","ICE 221","2",""
"28.03.2022","23:31","01:10","ICE 619","6",""
"29.03.2022","02:39","07:02","ICE 921","26",""
"29.03.2022","05:27","08:16","ICE  23","8",""
"29.03.2022","05:36","07:24","ICE 811","0",""
"29.03.2022","06:22","07:48","ICE 525","0",""
"29.03.2022","07:22","08:48","ICE 527","3",""
"29.03.2022","08:21","09:48","ICE 529","0",""
"29.03.2022","08:48","10:31","ICE 121","4",""
"29.03.2022","09:13","10:48","ICE 621","0",""
"29.03.2022","10:10","11:48","ICE 623","0",""
"29.03.2022","11:08","12:48","ICE 625","2",""
"29.03.2022","12:20","13:48","ICE 627","0",""
"29.03.2022","12:48","14:26","ICE 123","29","Ausfall (Zielbahnhof)"
"29.03.2022","13:08","14:48","ICE 629","0",""
"29.03.2022","13:33","15:24","ICE 817","3",""
"29.03.2022","14:21","15:48","ICE 721","0",""
"29.03.2022","14:54","16:31","ICE 125","13",""
"29.03.2022","15:11","16:48","ICE 723","0",""
"29.03.2022","15:38","19:18","ICE 927","13",""
"29.03.2022","16:22","17:48","ICE 725","0",""
"29.03.2022","16:51","18:31","ICE 127","0",""
"29.03.2022","17:22","18:48","ICE 727","7",""
"29.03.2022","18:22","19:48","ICE 729","2",""
"29.03.2022","18:48","20:30","ICE 129","55",""
"29.03.2022","19:08","20:48","ICE 821","60",""
"29.03.2022","19:39","23:01","ICE 1021","21",""
"29.03.2022","20:09","21:48","ICE 823","10",""
"29.03.2022","20:27","23:12","IC 2215","28",""
"29.03.2022","20:49","22:31","ICE 221","0",""
"29.03.2022","23:27","01:10","ICE 619","20",""
"30.03.2022","02:39","07:02","ICE 921","20",""
"30.03.2022","04:57","06:48","ICE 523","3",""
"30.03.2022","05:27","08:16","ICE  23","6",""
"30.03.2022","05:36","07:24","ICE 811","2",""
"30.03.2022","06:22","07:48","ICE 525","0",""
"30.03.2022","07:22","08:48","ICE 527","4",""
"30.03.2022","08:21","09:48","ICE 529","0",""
"30.03.2022","08:48","10:31","ICE 121","0",""
"30.03.2022","09:13","10:48","ICE 621","3",""
"30.03.2022","10:10","11:48","ICE 623","0",""
"30.03.2022","11:08","12:48","ICE 625","4",""
"30.03.2022","12:20","13:48","ICE 627","2",""
"30.03.2022","12:48","14:26","ICE 123","0",""
"30.03.2022","13:08","14:48","ICE 629","2",""
"30.03.2022","13:33","15:24","ICE 817","0",""
"30.03.2022","14:21","15:48","ICE 721","7",""
"30.03.2022","14:54","16:31","ICE 125","15",""
"30.03.2022","15:11","16:48","ICE 723","0",""
"30.03.2022","15:38","19:18","ICE 927","0",""
"30.03.2022","16:22","17:48","ICE 725","20",""
"30.03.2022","16:51","18:31","ICE 127","10",""
"30.03.2022","17:22","18:48","ICE 727","3",""
"30.03.2022","18:22","19:48","ICE 729","17",""
"30.03.2022","18:48","20:30","ICE 129","0",""
"30.03.2022","19:08","20:48","ICE 821","19",""
"30.03.2022","19:39","23:01","ICE 1021","11",""
"30.03.2022","20:09","21:48","ICE 823","5",""
"30.03.2022","20:27","23:12","IC 2215","57",""
"30.03.2022","20:49","22:31","ICE 221","2",""
"30.03.2022","23:27","01:10","ICE 619","39",""
"31.03.2022","02:43","07:02","ICE 921","12",""
"31.03.2022","04:57","06:48","ICE 523","0",""
"31.03.2022","05:27","08:16","ICE  23","3",""
"31.03.2022","05:36","07:24","ICE 811","0",""
"31.03.2022","06:22","07:48","ICE 525","1",""
"31.03.2022","07:22","08:48","ICE 527","0",""
"31.03.2022","08:21","09:48","ICE 529","0",""
"31.03.2022","08:48","10:31","ICE 121","0",""
